ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
3340,variation,,Sukuma - Bunch (500 to 600gr) - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,20,,,,,,,9051778069,,,,,,0,Pricing,Base,,1
3342,variation,,Terrere - Bunch (500 to 600gr) - Base,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,20,,,,,,,646389757,,,,,,0,Pricing,Base,,1
3344,variation,,Tomato Medium - 3 Pieces - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,20,,,,,,,550486364,,,,,,0,Pricing,Base,,1
3346,variation,,Pembe Home Baking - 2Kg - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,144,,,,,,,9217739136,,,,,,0,Pricing,Base,,1
3348,variation,,Rina Vegetable Oil - 10L - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,2400,,,,,,,5406120279,,,,,,0,Pricing,Base,,1
3350,variation,,Rina Vegetable Oil - 1L - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,299,,,,,,,7857504030,,,,,,0,Pricing,Base,,1
3352,variation,,Festive Brown - 400g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,51,,,,,,,5022568797,,,,,,0,Pricing,Pamoja,,1
3354,variation,,Festive Brown - 600g - Pamoja,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,0,,,75,,,,,,,3210825758,,,,,,0,Pricing,Pamoja,,1
3356,variation,,Festive White - 400g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,51,,,,,,,8227628630,,,,,,0,Pricing,Pamoja,,1
3358,variation,,Festive White - 600g - Pamoja,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,0,,,75,,,,,,,3806867649,,,,,,0,Pricing,Pamoja,,1
3360,variation,,Arimis Milking Jelly - 200g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,80,,,,,,,1181100148,,,,,,0,Pricing,Pamoja,,1
3362,variation,,Arimis Milking Jelly - 50g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,26,,,,,,,1749308189,,,,,,0,Pricing,Pamoja,,1
3364,variation,,Blue Band Original - 100G - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,46,,,,,,,9604696117,,,,,,0,Pricing,Pamoja,,1
3366,variation,,Blue Band Original - 250G - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,103,,,,,,,9673768233,,,,,,0,Pricing,Pamoja,,1
3368,variation,,Blue Band Original - 500G - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,198,,,,,,,86722522,,,,,,0,Pricing,Pamoja,,1
3370,variation,,Chapa Mandashi - 100g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,22,,,,,,,2966612175,,,,,,0,Pricing,Pamoja,,1
3372,variation,,Colgate Herbal - 35G - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,52,,,,,,,6604733167,,,,,,0,Pricing,Pamoja,,1
3374,variation,,Fahari Ya Kenya Tea - 100g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,41,,,,,,,5368535563,,,,,,0,Pricing,Pamoja,,1
3376,variation,,Geisha Milk & Honey Soap - 225G - Pamoja,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,80,,,,,,,3645210080,,,,,,0,Pricing,Pamoja,,1
3378,variation,,Indomie Beef - 120g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,30,,,,,,,4885602117,,,,,,0,Pricing,Pamoja,,1
3380,variation,,Indomie Chicken - 120g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,30,,,,,,,7646909809,,,,,,0,Pricing,Pamoja,,1
3382,variation,,Kensalt - 1Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,31,,,,,,,6518583240,,,,,,0,Pricing,Pamoja,,1
3384,variation,,Kensalt - 200G - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,8,,,,,,,3306580224,,,,,,0,Pricing,Pamoja,,1
3386,variation,,Kensalt - 500G - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,16,,,,,,,4130357482,,,,,,0,Pricing,Pamoja,,1
3388,variation,,Mchuzi Mix Beef Kora - 10g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,4,,,,,,,375340437,,,,,,0,Pricing,Pamoja,,1
3390,variation,,Ngarisha Steel Wool -15Gms - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,5,,,,,,,4103880190,,,,,,0,Pricing,Pamoja,,1
3392,variation,,Rhino Ndogo Match Box - 10 S - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,24,,,,,,,7794987563,,,,,,0,Pricing,Pamoja,,1
3394,variation,,Royco - Bouillon Beef Cube 4g x 3 Pieces - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,,,,,,,,3819626227,,,,,,0,Pricing,Pamoja,,1
3396,variation,,Softcare Gold Diaper Maxi L-8 - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,115,,,,,,,9400515460,,,,,,0,Pricing,Pamoja,,1
3398,variation,,Softcare Gold Diaper Maxi M-8 - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,115,,,,,,,2685380480,,,,,,0,Pricing,Pamoja,,1
3400,variation,,Softcare Gold Diaper Maxi S-8 - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,115,,,,,,,9922661962,,,,,,0,Pricing,Pamoja,,1
3402,variation,,Sunlight Powder Lavender - 40g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,8,,,,,,,1611173445,,,,,,0,Pricing,Pamoja,,1
3404,variation,,Toilex Wrapped Toilet Tissue - 1 Roll - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,22,,,,,,,2599419737,,,,,,0,Pricing,Pamoja,,1
3406,variation,,Vaseline Pure Jelly - 50g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,52,,,,,,,7195055335,,,,,,0,Pricing,Pamoja,,1
3408,variation,,Weetabix Single Serve - 37G - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,20,,,,,,,7718910308,,,,,,0,Pricing,Pamoja,,1
3410,variation,,Ajab Home Baking - 2Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,145,,,,,,,838673691,,,,,,0,Pricing,Pamoja,,1
3412,variation,,Daima Uht - 500Ml - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,45,,,,,,,8411665263,,,,,,0,Pricing,Pamoja,,1
3414,variation,,Kabras Sugar - 2Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,248,,,,,,,576431025,,,,,,0,Pricing,Pamoja,,1
3416,variation,,Lato Fino UHT - 500Ml - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,46,,,,,,,9475886996,,,,,,0,Pricing,Pamoja,,1
3418,variation,,Pembe Maize Meal - 2Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,113,,,,,,,6205229719,,,,,,0,Pricing,Pamoja,,1
3420,variation,,Soko Maize Meal - 2Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,114,,,,,,,1328760238,,,,,,0,Pricing,Pamoja,,1
3422,variation,,Banana Local Medium - 3 Bananas - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,18,,,,,,,9537030280,,,,,,0,Pricing,Pamoja,,1
3424,variation,,Carrot - 5 Carrots (400 to 500gr) - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,18,,,,,,,9067048862,,,,,,0,Pricing,Pamoja,,1
3426,variation,,Egg - Piece - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,11,,,,,,,5641028820,,,,,,0,Pricing,Pamoja,,1
3428,variation,,Egg - Tray (30 Pieces) - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,305,,,,,,,6893689190,,,,,,0,Pricing,Pamoja,,1
3430,variation,,Irish Managu - Bunch (400 to 500gr) - Pamoja,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,18,,,,,,,2073264559,,,,,,0,Pricing,Pamoja,,1
3432,variation,,Kunde - Bunch (350 to 400 gr) - Pamoja,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,18,,,,,,,420225599,,,,,,0,Pricing,Pamoja,,1
3434,variation,,Onion Red Medium - 1Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,85,,,,,,,944256867,,,,,,0,Pricing,Pamoja,,1
3436,variation,,Onion Red Small - 1Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,85,,,,,,,7916381000,,,,,,0,Pricing,Pamoja,,1
3438,variation,,Onions Red Medium - 3 Pieces - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,18,,,,,,,1237419866,,,,,,0,Pricing,Pamoja,,1
3440,variation,,Onions Red Small - 2 Pieces - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,9,,,,,,,4430535536,,,,,,0,Pricing,Pamoja,,1
3442,variation,,Onions Red Small - 3 Pieces - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,14,,,,,,,1622299377,,,,,,0,Pricing,Pamoja,,1
3444,variation,,Potatoes (Changi) Assorted - 1 KG - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,35,,,,,,,4171505109,,,,,,0,Pricing,Pamoja,,1
3446,variation,,Spinach - Bunch (500 to 600gr) - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,18,,,,,,,667552795,,,,,,0,Pricing,Pamoja,,1
3448,variation,,Sukuma - Bunch (500 to 600gr) - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,18,,,,,,,9051778069,,,,,,0,Pricing,Pamoja,,1
3450,variation,,Terrere - Bunch (500 to 600gr) - Pamoja,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,18,,,,,,,646389757,,,,,,0,Pricing,Pamoja,,1
3452,variation,,Tomato Medium - 3 Pieces - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,18,,,,,,,550486364,,,,,,0,Pricing,Pamoja,,1
3454,variation,,Pembe Home Baking - 2Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,140,,,,,,,9217739136,,,,,,0,Pricing,Pamoja,,1
3456,variation,,Rina Vegetable Oil - 10L - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,2350,,,,,,,5406120279,,,,,,0,Pricing,Pamoja,,1
3458,variation,,Rina Vegetable Oil - 1L - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,296,,,,,,,7857504030,,,,,,0,Pricing,Pamoja,,1
3736,variable,6836363084,Ufuta Cooking Oil - 1L,1,0,visible,Ufuta Cooking Oil - 1L,Ufuta Cooking Oil - 1L,,,taxable,,1,20,,0,0,,,,,0,,,,Oil,,,https://kapuafrica.com/wp-content/uploads/2022/01/Ufuta-1l.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3737,variable,2299386976,Ufuta Vegetable Cooking Oil - 500ml,1,0,visible,Ufuta Vegetable Cooking Oil - 500ml,Ufuta Vegetable Cooking Oil - 500ml,,,taxable,,1,20,,0,0,,,,,0,,,,Oil,,,https://kapuafrica.com/wp-content/uploads/2021/11/ufuta-500ml.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3738,variable,8946330124,Ufuta Vegetable Cooking Oil - 5L,1,0,visible,Ufuta Vegetable Cooking Oil - 5L,Ufuta Vegetable Cooking Oil - 5L,,,taxable,,1,7,,0,0,,,,,0,,,,Oil,,,https://kapuafrica.com/wp-content/uploads/2022/01/Ufuta-5l.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3739,variable,2198730129,Geisha Milk &amp; Honey Soap - 225G,1,0,hidden,Geisha Milk &amp; Honey Soap - 225G,Geisha Milk &amp; Honey Soap - 225G,,,taxable,,0,,,0,0,,,,,0,,,,Beauty,,,https://kapuafrica.com/wp-content/uploads/2022/01/Geisha-milk-and-honey.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3740,variable,6387436123,Msafi Cream Bar Soap 1Kg,1,0,visible,Msafi Cream Bar Soap 1Kg,Msafi Cream Bar Soap 1Kg,,,taxable,,1,39,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/01/Msafi-1kg.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3741,variable,2823663385,Ranee Spaghetti - 400G,1,0,visible,Ranee Spaghetti - 400G,Ranee Spaghetti - 400G,,,taxable,,1,95,,0,0,,,,,0,,,,Pasta &amp; Noodles,,,https://kapuafrica.com/wp-content/uploads/2022/01/Ranee-Green-Spagetti.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3742,variable,687645793,Sokoni Steel Wool - Satchet,1,0,visible,Sokoni Steel Wool - Satchet,Sokoni Steel Wool - Satchet,,,taxable,,1,659,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/01/Sokoni-Steel-Wool.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3743,variable,7412747853,Sunlight Tablet Yellow - 50g,1,0,visible,Sunlight Tablet Yellow - 50g,Sunlight Tablet Yellow - 50g,,,taxable,,1,130,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/01/Sunlight-Yellow-50g.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3744,variable,3101560275,Kabras Sugar - 1Kg,1,0,visible,Kabras Sugar - 1Kg,Kabras Sugar - 1Kg,,,taxable,,1,293,,0,0,,,,,0,,,,Sugar,,,https://kapuafrica.com/wp-content/uploads/2022/01/Kabras-1kg.png,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3745,variable,6337594797,Rina Vegetable Oil - 500ml,1,0,visible,Rina Vegetable Oil - 500ml,Rina Vegetable Oil - 500ml,,,taxable,,1,10,,0,0,,,,,0,,,,Oil,,,https://kapuafrica.com/wp-content/uploads/2022/01/Rina-500ml.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3746,variable,4617557768,Vaseline Pure Jelly - 100g,1,0,visible,Vaseline Pure Jelly - 100g,Vaseline Pure Jelly - 100g,,,taxable,,1,71,,0,0,,,,,0,,,,Beauty,,,https://kapuafrica.com/wp-content/uploads/2022/01/Vaseline-100g.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3747,variable,8307631048,Royco Bouillon Beef Cube - 4g*40 pieces,1,0,visible,Royco Bouillon Beef Cube - 4g*40 pieces,Royco Bouillon Beef Cube - 4g*40 pieces,,,taxable,,1,39,,0,0,,,,,0,,,,Cooking Ingredient,,,https://kapuafrica.com/wp-content/uploads/2022/01/Royco-Beef-X-40.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3748,variable,1769981495,Geisha Rose & Honey Soap - 225G,1,0,visible,Geisha Rose &amp; Honey Soap - 225G,Geisha Rose &amp; Honey Soap - 225G,,,taxable,,1,48,,0,0,,,,,0,,,,Beauty,,,https://kapuafrica.com/wp-content/uploads/2022/01/Geisha-Rose-Honey-Soap.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3749,variable,552666428,Indomie- Beef 70g,1,0,hidden,Indomie- Beef 70g,Indomie- Beef 70g,,,taxable,,0,0,,0,0,,,,,0,,,,Pasta &amp; Noodles,,,https://kapuafrica.com/wp-content/uploads/2022/01/indomie-instant-noodles-beef-flavour-70g..jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3750,variable,4959713278,Pembe Ata Mark 1 - 2Kg,1,0,visible,Pembe Ata Mark 1 - 2Kg,Pembe Ata Mark 1 - 2Kg,,,taxable,,1,53,,0,0,,,,,0,,,,Flours,,,https://kapuafrica.com/wp-content/uploads/2022/01/Pembe-Atta-2kg.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3751,variation,,Ufuta Cooking Oil - 1L - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,282,,,,,,,6836363084,,,,,,0,Pricing,Base,,1
3752,variation,,Ufuta Vegetable Cooking Oil - 500ml - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,165,,,,,,,2299386976,,,,,,0,Pricing,Base,,1
3753,variation,,Ufuta Vegetable Cooking Oil - 5L - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,1199,,,,,,,8946330124,,,,,,0,Pricing,Base,,1
3754,variation,,Geisha Milk &amp; Honey Soap - 225G - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,,,,,,,,2198730129,,,,,,0,Pricing,Base,,1
3755,variation,,Msafi Cream Bar Soap 1Kg - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,139,,,,,,,6387436123,,,,,,0,Pricing,Base,,1
3756,variation,,Ranee Spaghetti - 400G - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,58,,,,,,,2823663385,,,,,,0,Pricing,Base,,1
3757,variation,,Sokoni Steel Wool - Satchet - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,7,,,,,,,687645793,,,,,,0,Pricing,Base,,1
3758,variation,,Sunlight Tablet Yellow - 50g - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,15,,,,,,,7412747853,,,,,,0,Pricing,Base,,1
3759,variation,,Kabras Sugar - 1Kg - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,129,,,,,,,3101560275,,,,,,0,Pricing,Base,,1
3760,variation,,Rina Vegetable Oil - 500ml - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,160,,,,,,,6337594797,,,,,,0,Pricing,Base,,1
3761,variation,,Vaseline Pure Jelly - 100g - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,107,,,,,,,4617557768,,,,,,0,Pricing,Base,,1
3762,variation,,Royco Bouillon Beef Cube - 4g*40 pieces - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,125,,,,,,,8307631048,,,,,,0,Pricing,Base,,1
3763,variation,,Geisha Rose & Honey Soap - 225G - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,83,,,,,,,1769981495,,,,,,0,Pricing,Base,,1
3764,variation,,Indomie- Beef 70g - Base,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,20,,,,,,,552666428,,,,,,0,Pricing,Base,,1
3765,variation,,Pembe Ata Mark 1 - 2Kg - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,142,,,,,,,4959713278,,,,,,0,Pricing,Base,,1
3766,variation,,Ufuta Cooking Oil - 1L - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,277,,,,,,,6836363084,,,,,,0,Pricing,Pamoja,,1
3767,variation,,Ufuta Vegetable Cooking Oil - 500ml - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,156,,,,,,,2299386976,,,,,,0,Pricing,Pamoja,,1
3768,variation,,Ufuta Vegetable Cooking Oil - 5L - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,1180,,,,,,,8946330124,,,,,,0,Pricing,Pamoja,,1
3769,variation,,Geisha Milk &amp; Honey Soap - 225G - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,,,,,,,,2198730129,,,,,,0,Pricing,Pamoja,,1
3770,variation,,Msafi Cream Bar Soap 1Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,135,,,,,,,6387436123,,,,,,0,Pricing,Pamoja,,1
3771,variation,,Ranee Spaghetti - 400G - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,55,,,,,,,2823663385,,,,,,0,Pricing,Pamoja,,1
3772,variation,,Sokoni Steel Wool - Satchet - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,5,,,,,,,687645793,,,,,,0,Pricing,Pamoja,,1
3773,variation,,Sunlight Tablet Yellow - 50g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,14,,,,,,,7412747853,,,,,,0,Pricing,Pamoja,,1
3774,variation,,Kabras Sugar - 1Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,125,,,,,,,3101560275,,,,,,0,Pricing,Pamoja,,1
3775,variation,,Rina Vegetable Oil - 500ml - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,155,,,,,,,6337594797,,,,,,0,Pricing,Pamoja,,1
3776,variation,,Vaseline Pure Jelly - 100g - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,99,,,,,,,4617557768,,,,,,0,Pricing,Pamoja,,1
3777,variation,,Royco Bouillon Beef Cube - 4g*40 pieces - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,120,,,,,,,8307631048,,,,,,0,Pricing,Pamoja,,1
3778,variation,,Geisha Rose & Honey Soap - 225G - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,80,,,,,,,1769981495,,,,,,0,Pricing,Pamoja,,1
3779,variation,,Indomie- Beef 70g - Pamoja,1,0,hidden,,,,,taxable,,0,,,0,0,,,,,0,,,18,,,,,,,552666428,,,,,,0,Pricing,Pamoja,,1
3780,variation,,Pembe Ata Mark 1 - 2Kg - Pamoja,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,139,,,,,,,4959713278,,,,,,0,Pricing,Pamoja,,1
3949,variable,3066355198,Pembe Maize Meal - 1Kg,1,0,visible,Pembe Maize Meal - 1Kg,Pembe Maize Meal - 1Kg,,,taxable,,1,319,,0,0,,,,,0,,,,Flours,,,https://kapuafrica.com/wp-content/uploads/2022/01/Pembe-Maize-Meal-1kg.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3950,variable,4124446115,Ajab Home Baking - 1Kg,1,0,visible,Ajab Home Baking - 1Kg,Ajab Home Baking - 1Kg,,,taxable,,1,469,,0,0,,,,,0,,,,Flours,,,https://kapuafrica.com/wp-content/uploads/2022/01/Ajab-kg.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3951,variable,3886184478,Menengai Cream Bar Soap - 1KG,1,0,visible,Menengai Cream Bar Soap - 1KG,Menengai Cream Bar Soap - 1KG,,,taxable,,0,100,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/01/Menegai-Cream-Bar-Soap.png,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3952,variable,1732607775,Quencher Orange - 1L,1,0,visible,Quencher Orange - 1L,Quencher Orange - 1L,,,taxable,,1,21,,0,0,,,,,0,,,,Soft Drinks,,,https://kapuafrica.com/wp-content/uploads/2022/01/Quencher-1kg.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3953,variable,2502190783,Pembe Home Baking - 1KG,1,0,visible,Pembe Home Baking - 1KG,Pembe Home Baking - 1KG,,,taxable,,1,475,,0,0,,,,,0,,,,Flours,,,https://kapuafrica.com/wp-content/uploads/2022/01/Pembe-Atta-2kg.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3954,variable,7956442967,Softcare Sanitary Pads Maxi Thick - 8,1,0,visible,Softcare Sanitary Pads Maxi Thick - 8,Softcare Sanitary Pads Maxi Thick - 8,,,taxable,,1,24,,0,0,,,,,0,,,,Hygiene,,,https://kapuafrica.com/wp-content/uploads/2022/01/Softcare-sanitary.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3955,variable,3349960968,Omo Extra Fresh - 30g,1,0,visible,Omo Extra Fresh - 30g,Omo Extra Fresh - 30g,,,taxable,,0,0,,0,0,,,,,0,,,,Household Cleaner,,,https://kapuafrica.com/wp-content/uploads/2022/01/Omo-Extra-Fresh-30g.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3956,variable,6662194864,Pekee Smart Wrapped - 1 Roll,1,0,visible,Pekee Smart Wrapped - 1 Roll,Pekee Smart Wrapped - 1 Roll,,,taxable,,1,161,,0,0,,,,,0,,,,Hygiene,,,https://kapuafrica.com/wp-content/uploads/2022/01/Pekee-1-Roll.jpeg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3957,variable,5441115845,Egg - Half Tray (15 Pieces),1,0,visible,Egg - Half Tray (15 Pieces),Egg - Half Tray (15 Pieces),,,taxable,,1,100,,0,0,,,,,0,,,,Egg,,,https://kapuafrica.com/wp-content/uploads/2022/01/Eggs-12-tray.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3958,variable,5144296158,Royco - Bouillon Beef Cube 4g x 10 Pieces,1,0,visible,Royco - Bouillon Beef Cube 4g x 10 Pieces,Royco - Bouillon Beef Cube 4g x 10 Pieces,,,taxable,,1,100,,0,0,,,,,0,,,,Cooking Ingredient,,,https://kapuafrica.com/wp-content/uploads/2022/01/Royco-Beef-10-cues.jpg,,,,,,,,,0,Pricing,"Base, Pamoja",1,1
3959,variation,,Pembe Maize Meal - 1Kg - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,58,,,,,,,3066355198,,,,,,0,Pricing,Base,,1
3960,variation,,Ajab Home Baking - 1Kg - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,74,,,,,,,4124446115,,,,,,0,Pricing,Base,,1
3961,variation,,Menengai Cream Bar Soap - 1KG - Base,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,180,,,,,,,3886184478,,,,,,0,Pricing,Base,,1
3962,variation,,Quencher Orange - 1L - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,144,,,,,,,1732607775,,,,,,0,Pricing,Base,,1
3963,variation,,Pembe Home Baking - 1KG - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,72,,,,,,,2502190783,,,,,,0,Pricing,Base,,1
3964,variation,,Softcare Sanitary Pads Maxi Thick - 8 - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,49,,,,,,,7956442967,,,,,,0,Pricing,Base,,1
3965,variation,,Omo Extra Fresh - 30g - Base,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,9,,,,,,,3349960968,,,,,,0,Pricing,Base,,1
3966,variation,,Pekee Smart Wrapped - 1 Roll - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,24,,,,,,,6662194864,,,,,,0,Pricing,Base,,1
3967,variation,,Egg - Half Tray (15 Pieces) - Base,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,160,,,,,,,5441115845,,,,,,0,Pricing,Base,,1
